Year,Job Family,Total Salary
2018,Fire Services,58814.11
2018,Fire Services,89682.45
2018,Fire Services,88250.11
2018,Fire Services,106822.38
2018,Fire Services,86927.07
2018,Fire Services,87731.02
2018,Fire Services,72392.07
2018,Fire Services,89698.19
2018,Fire Services,74442.11
2018,Fire Services,60621.86
2018,Fire Services,63791.49
2018,Fire Services,143262.12
2018,Fire Services,62711.38
2018,Fire Services,58771.89
2018,Fire Services,11923.91
2019,Fire Services,225607.67
2019,Fire Services,173811.13
2019,Fire Services,209638.09
2019,Fire Services,290094.9
2019,Fire Services,270179.84
2019,Fire Services,171253.86
2019,Fire Services,195664.24
2019,Fire Services,191415.84
2019,Fire Services,174113.85
2019,Fire Services,156077.37
2019,Fire Services,161052.26
2019,Fire Services,187831.76
2019,Fire Services,25918.11
2019,Fire Services,207783.98
2019,Fire Services,159860.5
2019,Fire Services,166260.42
2019,Fire Services,15585.0
2019,Fire Services,162636.55
2019,Fire Services,166179.85
2019,Fire Services,33028.44
2019,Fire Services,156394.41
2019,Fire Services,113402.8
2019,Fire Services,134501.2
2019,Fire Services,176694.03
2019,Fire Services,274032.37
2019,Fire Services,158431.18
2019,Fire Services,102187.31
2019,Fire Services,224128.27
2019,Fire Services,169417.7
2019,Fire Services,150060.22
2019,Fire Services,78822.09
2019,Fire Services,233373.79
2019,Fire Services,130762.42
2019,Fire Services,130332.6
2019,Fire Services,10782.59
2019,Fire Services,90202.11
2019,Fire Services,173496.14
2019,Fire Services,205385.03
2019,Fire Services,6647.75
2019,Fire Services,187435.11
2019,Fire Services,119131.99
2019,Fire Services,136965.04
2019,Fire Services,197546.71
2019,Fire Services,242035.4
2019,Fire Services,192654.23
2019,Fire Services,147214.76
2019,Fire Services,92401.86
2017,Fire Services,152819.16
2017,Fire Services,149873.47
2017,Fire Services,187478.09
2017,Fire Services,206867.09
2017,Fire Services,159882.61
2017,Fire Services,173504.72
2017,Fire Services,196899.66
2017,Fire Services,4796.28
2017,Fire Services,95624.48
2017,Fire Services,161051.68
2017,Fire Services,141092.29
2017,Fire Services,177979.0
2017,Fire Services,227841.86
2017,Fire Services,244672.19
2017,Fire Services,181336.66
2017,Fire Services,102400.54
2017,Fire Services,154456.1
2017,Fire Services,58645.84
2017,Fire Services,141147.63
2017,Fire Services,120308.57
2017,Fire Services,43287.93
2017,Fire Services,84122.95
2017,Fire Services,162695.47
2017,Fire Services,78642.62
2017,Fire Services,132585.46
2017,Fire Services,152326.84
2017,Fire Services,104935.45
2017,Fire Services,138286.86
2017,Fire Services,168839.68
2017,Fire Services,228836.9
2017,Fire Services,148216.36
2017,Fire Services,139650.88
2017,Fire Services,133659.98
2017,Fire Services,182603.02
2017,Fire Services,193661.83
2017,Fire Services,143630.02
2017,Fire Services,173189.19
2020,Fire Services,185160.93
2020,Fire Services,183059.05
2020,Fire Services,137609.36
2020,Fire Services,88579.64
2020,Fire Services,220782.18
2020,Fire Services,184412.65
2020,Fire Services,219210.85
2020,Fire Services,149651.45
2020,Fire Services,167765.76
2020,Fire Services,89208.48
2020,Fire Services,1870.2
2020,Fire Services,165611.92
2020,Fire Services,12049.45
2020,Fire Services,132648.18
2020,Fire Services,228781.63
2020,Fire Services,184808.05
2020,Fire Services,203222.13
2020,Fire Services,17425.61
2020,Fire Services,152654.69
2020,Fire Services,150763.26
2020,Fire Services,188184.24
2020,Fire Services,193743.65
2020,Fire Services,173509.52
2020,Fire Services,163206.93
2020,Fire Services,126411.73
2020,Fire Services,215087.72
2020,Fire Services,247780.82
2020,Fire Services,144699.83
2020,Fire Services,140507.16
2020,Fire Services,162970.17
2020,Fire Services,174307.72
2020,Fire Services,224689.64
2020,Fire Services,187804.86
2020,Fire Services,146618.71
2020,Fire Services,139522.2
2020,Fire Services,307919.1
2020,Fire Services,91041.46
2020,Fire Services,187570.47
2020,Fire Services,182843.39
2020,Fire Services,216223.03
2020,Fire Services,183247.72
2020,Fire Services,183794.69
2020,Fire Services,153976.55
2020,Fire Services,128609.21
2020,Fire Services,147204.24
2020,Fire Services,151140.18
2020,Fire Services,167256.59
2020,Fire Services,132770.89
2020,Fire Services,163052.31
2020,Fire Services,139021.83
2020,Fire Services,89511.27
2020,Fire Services,256438.68
2020,Fire Services,160505.25
2020,Fire Services,182010.47
2020,Fire Services,130568.45
2020,Fire Services,197755.92
2020,Fire Services,70832.84
2020,Fire Services,161063.62
2020,Fire Services,99290.2
2021,Fire Services,294932.05
2021,Fire Services,407294.76
2021,Fire Services,294.2
2021,Fire Services,215818.27
2021,Fire Services,146856.95
2021,Fire Services,251269.74
2021,Fire Services,135882.73
2021,Fire Services,150324.75
2021,Fire Services,146283.46
2021,Fire Services,133705.47
2021,Fire Services,200197.99
2021,Fire Services,192437.47
2021,Fire Services,216330.95
2021,Fire Services,187111.76
2021,Fire Services,2942.0
2021,Fire Services,2942.0
2021,Fire Services,2942.0
2021,Fire Services,198017.94
2021,Fire Services,180047.84
2021,Fire Services,147946.01
2021,Fire Services,223984.15
2021,Fire Services,2942.0
2021,Fire Services,227525.1
2021,Fire Services,172604.65
2021,Fire Services,190828.64
2021,Fire Services,183910.34
2021,Fire Services,175891.37
2021,Fire Services,202992.6
2021,Fire Services,209023.8
2021,Fire Services,133757.83
2021,Fire Services,129067.77
2021,Fire Services,101884.71
2021,Fire Services,300282.34
2021,Fire Services,216164.77
2021,Fire Services,147439.53
2021,Fire Services,184826.68
2021,Fire Services,276530.98
2021,Fire Services,232535.46
2021,Fire Services,218084.1
2021,Fire Services,244088.15
2021,Fire Services,201476.51
2021,Fire Services,193646.62
2021,Fire Services,129567.92
2021,Fire Services,158040.46
2021,Fire Services,102027.93
2021,Fire Services,128261.17
2021,Fire Services,229416.26
2021,Fire Services,221706.39
2021,Fire Services,201609.02
2021,Fire Services,278375.53
2021,Fire Services,136607.29
2021,Fire Services,213946.08
2021,Fire Services,3081.45
2021,Fire Services,181505.3
2021,Fire Services,201103.84
2021,Fire Services,116770.62
2021,Fire Services,171282.39
2021,Fire Services,164693.7
2021,Fire Services,236980.59
2021,Fire Services,240068.25
2021,Fire Services,187178.73
2021,Fire Services,236236.5
2021,Fire Services,150874.65
2021,Fire Services,92133.59
2021,Fire Services,250371.6
2021,Fire Services,132510.29
2021,Fire Services,154467.87
2021,Fire Services,175835.05
2022,Fire Services,214858.9
2022,Fire Services,231550.14
2022,Fire Services,172925.78
2022,Fire Services,96446.5
2022,Fire Services,351203.19
2022,Fire Services,215139.05
2022,Fire Services,124289.73
2022,Fire Services,179546.78
2022,Fire Services,271949.83
2022,Fire Services,138706.91
2022,Fire Services,218996.5
2022,Fire Services,176200.16
2022,Fire Services,227196.64
2022,Fire Services,202929.57
2022,Fire Services,224235.69
2022,Fire Services,201807.05
2022,Fire Services,209862.42
2022,Fire Services,288854.44
2022,Fire Services,219417.51
2022,Fire Services,152187.82
2022,Fire Services,97659.66
2022,Fire Services,183245.65
2022,Fire Services,266605.83
2022,Fire Services,135090.3
2022,Fire Services,214489.28
2022,Fire Services,78884.81
2022,Fire Services,70258.65
2022,Fire Services,69276.02
2022,Fire Services,174709.36
2022,Fire Services,9816.34
2022,Fire Services,323781.84
2022,Fire Services,299161.7
2022,Fire Services,147248.54
2022,Fire Services,138256.48
2022,Fire Services,294.2
2022,Fire Services,2353.6
2022,Fire Services,274139.09
2022,Fire Services,139927.46
2022,Fire Services,127876.77
2022,Fire Services,53429.26
2022,Fire Services,224229.21
2022,Fire Services,220263.76
2022,Fire Services,245209.07
2022,Fire Services,337653.31
2022,Fire Services,210975.49
2022,Fire Services,129439.79
2022,Fire Services,155308.47
2022,Fire Services,143806.75
2022,Fire Services,245695.23
2022,Fire Services,2218.54
2022,Fire Services,193736.64
2022,Fire Services,100607.51
2022,Fire Services,121941.12
2022,Fire Services,217809.83
2022,Fire Services,259441.89
2022,Fire Services,197897.02
2022,Fire Services,112865.22
2022,Fire Services,204605.68
2022,Fire Services,114543.04
2022,Fire Services,232188.23
2022,Fire Services,132537.17
2022,Fire Services,215067.24
2022,Fire Services,145822.66
2022,Fire Services,233513.32
2022,Fire Services,193667.97
2022,Fire Services,152066.34
2022,Fire Services,384989.2
2022,Fire Services,213322.41
2023,Fire Services,200183.54
2023,Fire Services,201236.19
2023,Fire Services,208145.69
2023,Fire Services,115272.44
2023,Fire Services,238618.72
2023,Fire Services,221071.82
2023,Fire Services,194910.54
2023,Fire Services,231906.53
2023,Fire Services,263720.43
2023,Fire Services,2984.69
2023,Fire Services,95830.7
2023,Fire Services,177601.12
2023,Fire Services,217254.75
2023,Fire Services,235854.05
2023,Fire Services,336740.84
2023,Fire Services,323993.82
2023,Fire Services,155150.42
2023,Fire Services,105460.32
2023,Fire Services,176956.98
2023,Fire Services,180428.85
2023,Fire Services,166090.35
2023,Fire Services,123437.07
2023,Fire Services,190493.13
2023,Fire Services,254234.73
2023,Fire Services,223853.23
2023,Fire Services,118225.04
2023,Fire Services,167900.55
2023,Fire Services,18077.82
2023,Fire Services,240099.05
2023,Fire Services,299959.73
2023,Fire Services,184627.47
2023,Fire Services,230947.69
2023,Fire Services,297257.69
2023,Fire Services,224833.36
2023,Fire Services,295501.14
2023,Fire Services,270904.76
2023,Fire Services,177515.91
2023,Fire Services,251663.55
2023,Fire Services,191938.04
2023,Fire Services,223321.68
2023,Fire Services,239460.36
2023,Fire Services,172050.07
2023,Fire Services,320921.45
2023,Fire Services,276121.51
2023,Fire Services,8317.01
2023,Fire Services,156520.42
2023,Fire Services,103374.3
2023,Fire Services,170305.11
2023,Fire Services,184548.2
2023,Fire Services,302137.37
2023,Fire Services,362617.89
2023,Fire Services,4305.8
2023,Fire Services,331108.01
2023,Fire Services,233009.11
2023,Fire Services,174604.06
2018,Fire Services,162473.83
2018,Fire Services,2270.12
2018,Fire Services,157547.62
2018,Fire Services,180905.14
2018,Fire Services,183477.22
2018,Fire Services,305333.86
2018,Fire Services,166995.52
2018,Fire Services,183515.53
2018,Fire Services,186240.7
2018,Fire Services,182013.97
2018,Fire Services,191603.61
2018,Fire Services,168494.24
2018,Fire Services,162213.22
2018,Fire Services,192322.02
2018,Fire Services,108574.18
2018,Fire Services,146758.68
2018,Fire Services,183668.17
2018,Fire Services,165406.59
2018,Fire Services,101123.83
2018,Fire Services,176921.96
2018,Fire Services,179344.87
2018,Fire Services,151957.04
2018,Fire Services,169568.3
2018,Fire Services,128420.72
2018,Fire Services,151372.32
2018,Fire Services,203445.28
2018,Fire Services,138339.75
2018,Fire Services,172199.34
2018,Fire Services,226397.34
2018,Fire Services,133279.25
2018,Fire Services,174282.86
2018,Fire Services,93509.2
2018,Fire Services,271379.06
2018,Fire Services,142081.29
2018,Fire Services,135798.71
2018,Fire Services,79362.71
2018,Fire Services,138718.03
2018,Fire Services,153545.45
2018,Fire Services,173906.23
2018,Fire Services,113083.57
2018,Fire Services,93342.68
2018,Fire Services,101164.5
2018,Fire Services,89492.5
2018,Fire Services,125199.77
2018,Fire Services,85459.27
2018,Fire Services,90556.38
2018,Fire Services,156880.94
2018,Fire Services,105507.7
2018,Fire Services,16452.8
2019,Fire Services,138580.57
2019,Fire Services,143113.3
2019,Fire Services,183976.67
2019,Fire Services,222692.31
2019,Fire Services,175278.11
2019,Fire Services,193243.83
2019,Fire Services,241400.76
2019,Fire Services,159935.0
2019,Fire Services,77979.16
2019,Fire Services,186425.36
2019,Fire Services,160301.36
2019,Fire Services,69344.62
2019,Fire Services,155638.83
2019,Fire Services,233050.46
2019,Fire Services,171871.83
2019,Fire Services,166656.56
2019,Fire Services,176606.58
2019,Fire Services,199242.84
2019,Fire Services,174248.44
2019,Fire Services,161926.43
2019,Fire Services,159666.94
2019,Fire Services,155573.31
2019,Fire Services,214370.17
2019,Fire Services,154800.3
2019,Fire Services,197315.2
2019,Fire Services,199439.8
2019,Fire Services,199071.33
2019,Fire Services,216876.26
2019,Fire Services,234314.07
2019,Fire Services,178568.91
2019,Fire Services,15585.0
2019,Fire Services,163410.78
2019,Fire Services,156426.0
2019,Fire Services,136521.84
2019,Fire Services,109104.64
2019,Fire Services,175407.58
2019,Fire Services,107113.46
2019,Fire Services,131700.71
2019,Fire Services,97275.34
2019,Fire Services,174928.24
2019,Fire Services,154737.96
2019,Fire Services,124358.96
2019,Fire Services,112712.78
2019,Fire Services,142547.42
2019,Fire Services,103775.02
2019,Fire Services,159367.15
2019,Fire Services,105893.64
2019,Fire Services,15588.47
2019,Fire Services,180113.18
2019,Fire Services,109348.34
2019,Fire Services,75251.75
2019,Fire Services,21532.51
2019,Fire Services,185913.31
2019,Fire Services,244962.02
2019,Fire Services,100018.06
2019,Fire Services,103843.92
2019,Fire Services,163408.6
2019,Fire Services,156428.31
2019,Fire Services,156109.36
2019,Fire Services,206478.4
2019,Fire Services,178175.42
2019,Fire Services,13919.6
2019,Fire Services,8636.17
2019,Fire Services,156553.4
2019,Fire Services,157772.01
2019,Fire Services,92506.56
2019,Fire Services,172377.27
2017,Fire Services,242672.5
2017,Fire Services,163126.07
2017,Fire Services,190045.28
2017,Fire Services,171553.24
2017,Fire Services,145703.38
2017,Fire Services,132639.74
2017,Fire Services,144174.47
2017,Fire Services,265531.83
2017,Fire Services,63525.2
2017,Fire Services,147276.79
2017,Fire Services,151531.25
2017,Fire Services,13766.76
2017,Fire Services,109092.83
2017,Fire Services,182497.99
2017,Fire Services,94772.16
2017,Fire Services,94123.68
2017,Fire Services,154687.97
2017,Fire Services,182512.5
2017,Fire Services,149281.15
2017,Fire Services,134432.44
2017,Fire Services,183768.09
2017,Fire Services,115302.64
2017,Fire Services,83226.5
2017,Fire Services,208010.71
2017,Fire Services,62870.41
2017,Fire Services,165238.61
2017,Fire Services,93017.44
2017,Fire Services,35101.27
2017,Fire Services,235620.86
2017,Fire Services,208653.58
2017,Fire Services,196806.94
2017,Fire Services,155432.56
2017,Fire Services,108615.39
2017,Fire Services,23149.91
2017,Fire Services,85002.54
2017,Fire Services,205749.95
2017,Fire Services,147474.4
2017,Fire Services,4796.28
2017,Fire Services,1120.72
2017,Fire Services,214028.72
2017,Fire Services,171988.3
2017,Fire Services,160617.26
2017,Fire Services,183270.38
2017,Fire Services,149428.97
2017,Fire Services,98480.24
2017,Fire Services,135795.65
2017,Fire Services,78071.73
2017,Fire Services,204327.1
2017,Fire Services,146189.01
2017,Fire Services,171375.97
2017,Fire Services,198913.96
2017,Fire Services,96849.9
2017,Fire Services,119033.37
2017,Fire Services,127548.56
2017,Fire Services,160246.32
2017,Fire Services,146496.17
2017,Fire Services,169178.45
2017,Fire Services,152050.98
2017,Fire Services,186366.22
2017,Fire Services,143630.0
2017,Fire Services,205304.98
2020,Fire Services,1199.46
2020,Fire Services,249279.01
2020,Fire Services,19446.98
2020,Fire Services,229073.76
2020,Fire Services,185163.66
2020,Fire Services,159578.88
2020,Fire Services,192233.05
2020,Fire Services,182022.75
2020,Fire Services,87347.5
2020,Fire Services,88915.2
2020,Fire Services,161227.62
2020,Fire Services,206574.67
2020,Fire Services,167387.48
2020,Fire Services,302384.54
2020,Fire Services,168660.68
2020,Fire Services,185277.91
2020,Fire Services,156061.65
2020,Fire Services,152746.18
2020,Fire Services,148487.98
2020,Fire Services,159631.69
2020,Fire Services,179840.17
2020,Fire Services,154872.33
2020,Fire Services,111181.19
2020,Fire Services,109127.57
2020,Fire Services,168157.18
2020,Fire Services,158620.36
2020,Fire Services,195810.29
2020,Fire Services,102579.95
2020,Fire Services,133736.76
2020,Fire Services,153214.74
2020,Fire Services,214528.16
2020,Fire Services,145442.77
2020,Fire Services,104548.12
2020,Fire Services,90738.21
2020,Fire Services,152770.14
2020,Fire Services,174935.56
2020,Fire Services,298864.12
2020,Fire Services,216818.83
2020,Fire Services,183796.9
2020,Fire Services,139822.61
2020,Fire Services,172420.4
2020,Fire Services,339028.97
2020,Fire Services,57948.03
2020,Fire Services,136920.8
2020,Fire Services,167771.48
